"FBgn" "Testis" "AG" "Gut" "Carcass" "OvaryAvg" "HeadAvg" "maxME" "tissuemaxME"
"FBgn0003174" 1 1 0 0 0.584962500721156 1 1 "Testis"
"FBgn0003175" 2 3.32192809488736 3.58496250072116 3.16992500144231 4.16992500144231 4.24792751344359 6 "Head"
"FBgn0003178" 6.20945336562895 6.59991284218713 7.4262647547021 8.40514146313634 8.2644426002266 8.35424938194524 4 "Carcass"
"FBgn0003187" 4.95419631038687 3.16992500144231 1 1.58496250072116 5.04439411935845 0 5 "Ovary"
"FBgn0003189" 3.90689059560852 2 1.58496250072116 1.58496250072116 3.75488750216347 1.32192809488736 1 "Testis"
"FBgn0003204" 2 3.70043971814109 3.90689059560852 4.24792751344359 5.74146698640115 4.49185309632967 5 "Ovary"
"FBgn0003205" 3.90689059560852 4.16992500144231 4.85798099512757 4.52356195605701 6.52356195605701 5.2667865406949 5 "Ovary"
"FBgn0003206" 5.04439411935845 5.88264304936184 4.75488750216347 5.58496250072116 6.13955135239879 5.4262647547021 5 "Ovary"
"FBgn0003209" 2 2.8073549220576 3.90689059560852 4.16992500144231 4.83289001416474 4.2667865406949 5 "Ovary"
"FBgn0003210" 3.16992500144231 2.58496250072116 2.58496250072116 3.58496250072116 5.10852445677817 3.58496250072116 5 "Ovary"
"FBgn0003218" 5.32192809488736 3.58496250072116 2.32192809488736 2.32192809488736 3.16992500144231 4.91886323727459 1 "Testis"
"FBgn0003227" 1 0 0 0 1.8073549220576 0 5 "Ovary"
"FBgn0003231" 6.4594316186373 6.95419631038687 7.8703647195834 8.2336196767597 7.9915218460757 6.70735913208088 4 "Carcass"
"FBgn0003248" 0 0 0 0 0 6.19475685442225 6 "Head"
"FBgn0003249" 0 1 0 1 0 8.319672120947 6 "Head"
"FBgn0003250" 3.58496250072116 2 0 1 0 9.05324712591243 6 "Head"
"FBgn0003254" 4.08746284125034 2.32192809488736 0 0 0 0.321928094887362 1 "Testis"
"FBgn0003255" 0 0 1 1 0 1.32192809488736 6 "Head"
"FBgn0003256" 0 1.58496250072116 1.58496250072116 1 2.8073549220576 1.4594316186373 5 "Ovary"
"FBgn0003257" 2.32192809488736 3.32192809488736 3.16992500144231 2.8073549220576 5.52356195605701 2.08746284125034 5 "Ovary"
"FBgn0003261" 5.49185309632967 7.4178525148859 6.82017896241519 6.89481776330794 8.16992500144231 7.65105169117893 5 "Ovary"
"FBgn0003267" 0 0 0 0 0 0 1 "NoData"
"FBgn0003268" 1.58496250072116 1 1 1 4.32192809488736 0.584962500721156 5 "Ovary"
"FBgn0003270" 0 0 0 0 0 0 1 "NoData"
"FBgn0003274" 10.18982455888 10.1885888457073 9.44914864537544 9.17242750864548 9.62021982550749 9.00140819439281 1 "Testis"
"FBgn0003275" 10.129283016945 8.22881869049588 6.97727992349992 6.84549005094437 7.79116288855502 6.82654848729092 1 "Testis"
"FBgn0003277" 2.32192809488736 3.90689059560852 3.90689059560852 4.32192809488736 6.71424551766612 4.37503943134692 5 "Ovary"
"FBgn0003278" 1 1.58496250072116 2 2 3.64385618977472 1.8073549220576 5 "Ovary"
"FBgn0003279" 8.54303182025524 10.1699250014423 8.85486838326024 9.06608919045777 9.89633240390994 8.90538700501813 2 "AG"
"FBgn0003285" 0 1 1 1 3.70043971814109 1.4594316186373 5 "Ovary"
"FBgn0003292" 0 0 1 1.58496250072116 4.49185309632967 1.70043971814109 5 "Ovary"
"FBgn0003295" 0 0 0 0 0 1 6 "Head"
"FBgn0003300" 0 1 0 0 0 1.32192809488736 6 "Head"
"FBgn0003301" 1.58496250072116 2.8073549220576 3.58496250072116 4 2 5.8073549220576 6 "Head"
"FBgn0003302" 6.02236781302845 3.4594316186373 1 1.58496250072116 2.70043971814109 2.39231742277876 1 "Testis"
"FBgn0003308" 1 1 3.4594316186373 3.16992500144231 0 3.28540221886225 3 "Gut"
"FBgn0003310" 4.08746284125034 3.58496250072116 3.32192809488736 3.8073549220576 5.68650052718322 4.3037807481771 5 "Ovary"
"FBgn0003312" 1 0 0 0 0.584962500721156 0 1 "Testis"
"FBgn0003313" 1 0 1 0 0 0.321928094887362 1 "Testis"
"FBgn0003317" 3.70043971814109 3 3.4594316186373 3 5.37503943134692 3.75488750216347 5 "Ovary"
"FBgn0003319" 0 0 0 0 0 0 1 "NoData"
"FBgn0003321" 4.52356195605701 3.4594316186373 3.32192809488736 3.32192809488736 4.6724253419715 4.55458885167764 5 "Ovary"
"FBgn0003326" 0 0 0 0 0 2.39231742277876 6 "Head"
"FBgn0003328" 3.58496250072116 4.52356195605701 5.08746284125034 2 2.4594316186373 1.8073549220576 3 "Gut"
"FBgn0003330" 3.4594316186373 2.58496250072116 2 2 3.90689059560852 2.52356195605701 5 "Ovary"
"FBgn0003334" 3.32192809488736 3.58496250072116 2.58496250072116 3.16992500144231 5.53915881110803 3.4594316186373 5 "Ovary"
"FBgn0003339" 0 0 0 1.58496250072116 0 1.90689059560852 6 "Head"
"FBgn0003345" 2 3.70043971814109 3.16992500144231 3.16992500144231 3 3.70043971814109 2 "AG"
"FBgn0003346" 5.75488750216347 4.58496250072116 4 3.90689059560852 7.07681559705083 3.49185309632967 5 "Ovary"
"FBgn0003353" 1.58496250072116 1 0 1.58496250072116 2.90689059560852 3.39231742277876 6 "Head"
"FBgn0003356" 7.23840473932508 7.8008998999203 13.2557662571288 7.32192809488736 1 0.584962500721156 3 "Gut"
"FBgn0003357" 7.14974711950468 7.48381577726426 12.1551344548578 7.02236781302845 0.584962500721156 0 3 "Gut"
"FBgn0003358" 6.10852445677817 5.04439411935845 10.8008998999203 4.58496250072116 0 0 3 "Gut"
"FBgn0003360" 7.38370429247405 8.38801728534514 9.92184093707449 10.5989829710361 9.29001884693262 10.3695973462787 4 "Carcass"
"FBgn0003366" 2.58496250072116 1.58496250072116 1 3.16992500144231 0.584962500721156 2.75488750216347 4 "Carcass"
"FBgn0003371" 2.32192809488736 2.8073549220576 3.32192809488736 3.58496250072116 3.64385618977472 5.44294349584873 6 "Head"
"FBgn0003372" 0 2.58496250072116 0 1.58496250072116 0 2.52356195605701 2 "AG"
"FBgn0003373" 1 5.24792751344359 2 2 0.584962500721156 0.584962500721156 2 "AG"
"FBgn0003374" 1.58496250072116 6.37503943134692 2.58496250072116 2.32192809488736 2.32192809488736 1.32192809488736 2 "AG"
"FBgn0003375" 0 3.58496250072116 0 0 0.584962500721156 0 2 "AG"
"FBgn0003377" 0 4.4594316186373 1 1 1.32192809488736 1 2 "AG"
"FBgn0003378" 0 2 0 0 0.584962500721156 0 2 "AG"
"FBgn0003380" 0 1 0 2.58496250072116 0 6.0389189892923 6 "Head"
"FBgn0003382" 0 0 0 0 0 0 1 "NoData"
"FBgn0003386" 1 1.58496250072116 1.58496250072116 2 0 4.18982455888002 6 "Head"
"FBgn0003388" 1 0 1.58496250072116 0 0 0 3 "Gut"
"FBgn0003390" 3.32192809488736 2 3.70043971814109 3 0 3.04439411935845 3 "Gut"
"FBgn0003391" 3.16992500144231 2.58496250072116 3.4594316186373 3 5.16992500144231 3.4594316186373 5 "Ovary"
"FBgn0003392" 3.8073549220576 3.4594316186373 3.58496250072116 3.70043971814109 4.4594316186373 6.08746284125034 6 "Head"
"FBgn0003396" 1.58496250072116 2.8073549220576 3.16992500144231 3 3.64385618977472 3.12928301694497 5 "Ovary"
"FBgn0003401" 2 2 1.58496250072116 1.58496250072116 5.58496250072116 0 5 "Ovary"
"FBgn0003410" 7 4.75488750216347 3.16992500144231 3.4594316186373 6.16992500144231 3.70043971814109 1 "Testis"
"FBgn0003411" 0 0 0 0 0 0 1 "NoData"
"FBgn0003415" 2 2.32192809488736 2.58496250072116 3.16992500144231 5.4757334309664 3.8073549220576 5 "Ovary"
"FBgn0003416" 1 1 2 1 3.64385618977472 1 5 "Ovary"
"FBgn0003423" 3.90689059560852 3.32192809488736 2.32192809488736 4.8073549220576 3.70043971814109 5.62205181945638 6 "Head"
"FBgn0003429" 0 1 2 3.16992500144231 0 5.33985000288462 6 "Head"
"FBgn0003430" 0 1 0 1.58496250072116 0 2.85798099512757 6 "Head"
"FBgn0003435" 6.32192809488736 5.20945336562895 1.58496250072116 2.8073549220576 1.32192809488736 4.83289001416474 1 "Testis"
"FBgn0003444" 1 1.58496250072116 2 2.32192809488736 4.88264304936184 2.16992500144231 5 "Ovary"
"FBgn0003447" 3 2.58496250072116 2.58496250072116 2.58496250072116 5.62935662007961 5.32192809488736 5 "Ovary"
"FBgn0003448" 0 0 0 0 0 0 1 "NoData"
"FBgn0003449" 7.75488750216347 7.65821148275179 6.04439411935845 6.32192809488736 8.01122725542325 6.44708322620965 5 "Ovary"
"FBgn0003450" 0 0 0 1 2.8073549220576 0 5 "Ovary"
"FBgn0003459" 2 2.32192809488736 1.58496250072116 1 4.16992500144231 1.4594316186373 5 "Ovary"
"FBgn0003460" 2.58496250072116 1.58496250072116 1 2.32192809488736 0 3.55458885167764 6 "Head"
"FBgn0003462" 7.05528243550119 6.56985560833095 7.34872815423108 7.70043971814109 6.60733031374961 6.96866679319521 4 "Carcass"
"FBgn0003463" 1 1.58496250072116 2.32192809488736 3.4594316186373 1 3.61470984411521 6 "Head"
"FBgn0003464" 2.58496250072116 2.58496250072116 2.8073549220576 2.32192809488736 4.49185309632967 3.7279204545632 5 "Ovary"
"FBgn0003475" 6.2667865406949 4.85798099512757 4.24792751344359 3.32192809488736 5.7279204545632 5.16992500144231 1 "Testis"
"FBgn0003479" 3.4594316186373 1 1.58496250072116 1 3.52356195605701 1.32192809488736 5 "Ovary"
"FBgn0003480" 1 0 0 1 3.16992500144231 0 5 "Ovary"
"FBgn0003482" 0 0 0 0 3.24792751344359 0 5 "Ovary"
"FBgn0003483" 1.58496250072116 1 1 1.58496250072116 5.37503943134692 0 5 "Ovary"
"FBgn0003486" 0 0 0 0 1 0 5 "Ovary"
"FBgn0003495" 1.58496250072116 2.32192809488736 2 3.16992500144231 5.35755200461808 3.20945336562895 5 "Ovary"
"FBgn0003499" 0 0 0 2.32192809488736 0 2.4594316186373 6 "Head"
"FBgn0003502" 1 2.8073549220576 1.58496250072116 2 4.78135971352466 2.16992500144231 5 "Ovary"
"FBgn0003507" 2.8073549220576 4.58496250072116 2.32192809488736 4.64385618977472 4.78135971352466 4.94251450533924 6 "Head"
"FBgn0003510" 3.4594316186373 2 1.58496250072116 1.58496250072116 3.58496250072116 1.8073549220576 5 "Ovary"
"FBgn0003511" 3.4594316186373 2 1.58496250072116 1.58496250072116 3.58496250072116 1.8073549220576 5 "Ovary"
"FBgn0003512" 5.32192809488736 4.4594316186373 3.8073549220576 3.32192809488736 5.28540221886225 3.49185309632967 1 "Testis"
"FBgn0003513" 0 0 0 1 0 0.807354922057604 4 "Carcass"
"FBgn0003514" 7.17990909001493 8.28540221886225 8.01680828768655 7.01122725542325 7.36194377373524 7.24079133216196 2 "AG"
"FBgn0003515" 1.58496250072116 1 3.8073549220576 0 0 1.8073549220576 3 "Gut"
"FBgn0003517" 9.5077946401987 10.9729797860663 9.62570884306447 9.51963625284321 9.79603960882977 9.31628153174622 2 "AG"
"FBgn0003520" 2.32192809488736 3.16992500144231 3.58496250072116 4.16992500144231 6.15987133677839 5.70043971814109 5 "Ovary"
"FBgn0003525" 0 2.8073549220576 3.58496250072116 4.16992500144231 8.11113567023471 1 5 "Ovary"
"FBgn0003527" 4.32192809488736 2 0 1 3.64385618977472 0 1 "Testis"
"FBgn0003545" 5.24792751344359 3.4594316186373 1 1.58496250072116 5.59991284218713 0 5 "Ovary"
"FBgn0003557" 3.16992500144231 4.39231742277876 5.52356195605701 4.32192809488736 6.04439411935845 5.01122725542325 5 "Ovary"
"FBgn0003559" 2.32192809488736 2.58496250072116 2.58496250072116 2.32192809488736 3.58496250072116 2.95419631038688 5 "Ovary"
"FBgn0003567" 4 3.8073549220576 3.58496250072116 3.58496250072116 6.24792751344359 3.08746284125034 5 "Ovary"
"FBgn0003575" 3.16992500144231 4.16992500144231 3.4594316186373 3.32192809488736 5.04439411935845 3.75488750216347 5 "Ovary"
"FBgn0003598" 3.16992500144231 3.32192809488736 3.16992500144231 3.16992500144231 6.74146698640115 3.24792751344359 5 "Ovary"
"FBgn0003607" 6.62935662007961 6.16992500144231 5.58496250072116 5.35755200461808 7.66177809777199 5.44294349584873 5 "Ovary"
"FBgn0003612" 4.64385618977472 3.70043971814109 3.32192809488736 3.4594316186373 6.6724253419715 3.93073733756289 5 "Ovary"
"FBgn0003638" 4.52356195605701 8.34429590791582 4.64385618977472 4.64385618977472 5.02236781302845 6.43879185257826 2 "AG"
"FBgn0003651" 1.58496250072116 1 1 3.4594316186373 0 3.24792751344359 4 "Carcass"
"FBgn0003654" 4.4594316186373 4.4594316186373 4.32192809488736 4.16992500144231 4.95419631038687 4.71424551766612 5 "Ovary"
"FBgn0003655" 0 0 3 3.32192809488736 7.44708322620965 0.321928094887362 5 "Ovary"
"FBgn0003656" 5.7279204545632 4.64385618977472 4.4594316186373 5.08746284125034 6.37503943134692 5.55458885167764 5 "Ovary"
"FBgn0003660" 6.8073549220576 6.96578428466209 6.90689059560852 5.58496250072116 5.95419631038687 5.2667865406949 2 "AG"
"FBgn0003676" 5.39231742277876 4.08746284125034 5.04439411935845 4.24792751344359 6.93663793900257 3.75488750216347 5 "Ovary"
"FBgn0003683" 0 0 0 0 0 0 1 "NoData"
"FBgn0003687" 2 2.32192809488736 2.58496250072116 2.58496250072116 5.2667865406949 2.24792751344359 5 "Ovary"
"FBgn0003701" 2 1.58496250072116 1 1.58496250072116 5.61470984411521 0 5 "Ovary"
"FBgn0003710" 1 1.58496250072116 0 2.58496250072116 1.58496250072116 4.49185309632967 6 "Head"
"FBgn0003714" 5.24792751344359 4.4594316186373 3.58496250072116 3.58496250072116 5.37503943134692 3.04439411935845 5 "Ovary"
"FBgn0003715" 1.58496250072116 1 0 0 0 2.4594316186373 6 "Head"
"FBgn0003716" 2 3.70043971814109 3.70043971814109 3 4.12928301694497 3.16992500144231 5 "Ovary"
"FBgn0003719" 0 0 0 1 0 1 4 "Carcass"
"FBgn0003720" 0 0 0 0 0 0 1 "NoData"
"FBgn0003721" 4.32192809488736 5.83289001416474 6.49185309632967 6.37503943134692 6.88874324889826 5.22881869049588 5 "Ovary"
"FBgn0003731" 1 2.8073549220576 2.32192809488736 3.90689059560852 1.58496250072116 3.90689059560852 4 "Carcass"
"FBgn0003732" 3.16992500144231 3.4594316186373 3.16992500144231 3.32192809488736 7.07681559705083 2.90689059560852 5 "Ovary"
"FBgn0003733" 0 0 1.58496250072116 2.32192809488736 5.98868468677217 0 5 "Ovary"
"FBgn0003741" 1.58496250072116 2.8073549220576 3.16992500144231 2.8073549220576 3.58496250072116 3.6724253419715 6 "Head"
"FBgn0003742" 7.07681559705083 5.8073549220576 3 2.58496250072116 3.8073549220576 3.12928301694497 1 "Testis"
"FBgn0003744" 4.4594316186373 3.70043971814109 4.24792751344359 4.64385618977472 5.96578428466209 5.28540221886225 5 "Ovary"
"FBgn0003747" 1 0 0 0 0 0 1 "Testis"
"FBgn0003748" 5.6724253419715 7 6.49185309632967 6.58496250072116 5.4757334309664 7.51569983828404 6 "Head"
"FBgn0003751" 0 0 0 0 2.70043971814109 0 5 "Ovary"
"FBgn0003861" 0 1 1 1 0.584962500721156 9.20762446822676 6 "Head"
"FBgn0003862" 1 2 2 2.58496250072116 3.95419631038688 3.08746284125034 5 "Ovary"
"FBgn0003863" 6.39231742277876 6.20945336562895 12.2620948453702 6.62935662007961 1.58496250072116 0 3 "Gut"
"FBgn0003865" 0 0 0 0 0 0 1 "NoData"
"FBgn0003866" 1 1 1.58496250072116 1.58496250072116 1.32192809488736 1.32192809488736 3 "Gut"
"FBgn0003867" 0 0 1.58496250072116 3.16992500144231 0.584962500721156 4.08746284125034 6 "Head"
"FBgn0003870" 2.58496250072116 3.70043971814109 3.4594316186373 3.8073549220576 5.28540221886225 3.8073549220576 5 "Ovary"
"FBgn0003882" 2.8073549220576 2.8073549220576 3.58496250072116 3.70043971814109 5.82017896241519 4.12928301694497 5 "Ovary"
"FBgn0003884" 10.9549232920303 9.53332973230583 8.56224242422107 8.76487159073609 10.1039434298916 8.78299820892041 1 "Testis"
"FBgn0003885" 8.54689445988764 6.20945336562895 4.8073549220576 5.08746284125034 5.90689059560852 5.34872815423108 1 "Testis"
"FBgn0003886" 7.33091687811462 3.32192809488736 0 1.58496250072116 0 0 1 "Testis"
"FBgn0003887" 8.97441458980553 9.13442632022093 8.70043971814109 9.15734693536284 11.0791514054219 8.71424551766612 5 "Ovary"
"FBgn0003888" 7.43462822763672 5.93073733756289 6.04439411935845 4.8073549220576 4.93073733756289 4.4594316186373 1 "Testis"
"FBgn0003889" 10.6759570329417 7.88264304936184 3 1.58496250072116 0 0.584962500721156 1 "Testis"
"FBgn0003890" 2.8073549220576 4.08746284125034 5.20945336562895 4.4594316186373 1.32192809488736 4.74146698640115 3 "Gut"
"FBgn0003891" 2.8073549220576 4 4.08746284125034 4.85798099512757 5.39231742277876 4.83289001416474 5 "Ovary"
"FBgn0003892" 1 2.32192809488736 2.32192809488736 1.58496250072116 0 1.32192809488736 2 "AG"
"FBgn0003896" 0 0 1 1 0 2.52356195605701 6 "Head"
"FBgn0003900" 4.32192809488736 2.8073549220576 1 1 0 0 1 "Testis"
"FBgn0003916" 0 0 0 0 0 0 1 "NoData"
"FBgn0003920" 0 0 0 0 0 0 1 "NoData"
"FBgn0003922" 3.32192809488736 0 0 0 0 0 1 "Testis"
"FBgn0003923" 0 0 0 0 0 0 1 "NoData"
"FBgn0003926" 0 0 0 0 0 0 1 "NoData"
"FBgn0003930" 0 0 0 0 0 0 1 "NoData"
"FBgn0003931" 0 0 0 0 0 0 1 "NoData"
"FBgn0003933" 0 0 0 0 0 0 1 "NoData"
"FBgn0003934" 0 0 0 0 0 0 1 "NoData"
"FBgn0003935" 0 0 0 0 0 0 1 "NoData"
"FBgn0003936" 0 0 0 0 0 0 1 "NoData"
"FBgn0003938" 0 0 0 0 0 0 1 "NoData"
"FBgn0003941" 9.31288295528435 10.6865005271832 10.5755392468345 10.1724275086455 10.7673568541257 10.5038257379958 5 "Ovary"
"FBgn0003942" 10.0566377151132 10.9563761572497 10.7159619902551 10.298062567719 11.1143930548673 10.5070513022479 5 "Ovary"
"FBgn0003943" 10.283088353024 8.23840473932508 6.8703647195834 6.56985560833095 7.08746284125034 6.5352753766208 1 "Testis"
"FBgn0003944" 0 0 0 2 0 0 4 "Carcass"
"FBgn0003950" 3.16992500144231 1 0 0 1 0 1 "Testis"
"FBgn0003961" 5.04439411935845 4.58496250072116 8.79441586635011 4.08746284125034 1 0 3 "Gut"
"FBgn0003963" 1 2 1 1.58496250072116 2.70043971814109 2.08746284125034 5 "Ovary"
"FBgn0003964" 2.58496250072116 4.75488750216347 4.32192809488736 4.4594316186373 6.58496250072116 4.62935662007961 5 "Ovary"
"FBgn0003965" 1 0 1 3.8073549220576 0 3.93073733756289 6 "Head"
"FBgn0003969" 1.58496250072116 2.8073549220576 2.32192809488736 1.58496250072116 4.08746284125034 3 5 "Ovary"
"FBgn0003975" 0 0 0 2 0 0.807354922057604 4 "Carcass"
"FBgn0003977" 2 2.58496250072116 2 1.58496250072116 3.39231742277876 2.16992500144231 5 "Ovary"
"FBgn0003978" 4.32192809488736 3 2.58496250072116 2 4.52356195605701 2.24792751344359 5 "Ovary"
"FBgn0003979" 0 1.58496250072116 9.22641219278879 9.52160043972373 11.4757334309664 1.58496250072116 5 "Ovary"
"FBgn0003980" 1 2.32192809488736 9.7176764230664 10.1357092861044 11.4607118521412 2.16992500144231 5 "Ovary"
"FBgn0003983" 0 1.58496250072116 9.08214904135387 9.2667865406949 10.8906442836191 1.4594316186373 5 "Ovary"
"FBgn0003984" 0 0 1 2 0.584962500721156 2.16992500144231 6 "Head"
"FBgn0003996" 3 1.58496250072116 3.58496250072116 1 1 1.16992500144231 3 "Gut"
"FBgn0003997" 2.32192809488736 1.58496250072116 1.58496250072116 1.58496250072116 2 1.8073549220576 1 "Testis"
"FBgn0004003" 5.35755200461808 8.39660478118186 2.32192809488736 3.32192809488736 1.8073549220576 1.32192809488736 2 "AG"
"FBgn0004009" 1 0 0 0 0 1.32192809488736 6 "Head"
"FBgn0004028" 2.8073549220576 5.12928301694497 5.95419631038687 7.6724253419715 1.8073549220576 5.84549005094437 4 "Carcass"
"FBgn0004034" 0 0 0 0 0 0 1 "NoData"
"FBgn0004045" 5.78135971352466 6.71424551766612 12.2799007158028 16.8146700783321 10.7594721212028 15.9775538467471 4 "Carcass"
"FBgn0004047" 3.8073549220576 4.24792751344359 9.58871463558226 13.9794251953315 7.42206476617281 13.0804428178428 4 "Carcass"
"FBgn0004049" 3.4594316186373 3.90689059560852 3.8073549220576 3.32192809488736 6.03342300153745 3.90689059560852 5 "Ovary"
"FBgn0004050" 4.8073549220576 3.90689059560852 2.58496250072116 2.8073549220576 5.10852445677817 3.39231742277876 5 "Ovary"
"FBgn0004052" 1 0 0 1 0 0 1 "Testis"
"FBgn0004053" 0 0 0 0 1.58496250072116 0 5 "Ovary"
"FBgn0004054" 0 0 0 0 0 0 1 "NoData"
"FBgn0004055" 1 2 1 3.32192809488736 2.58496250072116 4.6724253419715 6 "Head"
"FBgn0004057" 5.12928301694497 3.58496250072116 4.16992500144231 4.24792751344359 2.8073549220576 3.58496250072116 1 "Testis"
"FBgn0004066" 5.78135971352466 5.20945336562895 5.93073733756289 5.93073733756289 7.14974711950468 4.7279204545632 5 "Ovary"
"FBgn0004087" 3.32192809488736 3.4594316186373 3.16992500144231 2.58496250072116 3.85798099512757 2.32192809488736 5 "Ovary"
"FBgn0004101" 1 1 1.58496250072116 2.32192809488736 3.64385618977472 1.90689059560852 5 "Ovary"
"FBgn0004102" 2 1 0 0 0 2.95419631038688 6 "Head"
"FBgn0004103" 5.85798099512757 7.25738784269265 7.65105169117893 7.21916852046216 8.37286506011259 7.68299458368168 5 "Ovary"
"FBgn0004106" 3.8073549220576 2 2.58496250072116 2.58496250072116 6.98868468677217 0.807354922057604 5 "Ovary"
"FBgn0004107" 1.58496250072116 1 2.58496250072116 3 7.16992500144231 2.16992500144231 5 "Ovary"
"FBgn0004108" 1 2.58496250072116 1 1.58496250072116 3.75488750216347 3.08746284125034 5 "Ovary"
"FBgn0004110" 0 0 0 0 0 0 1 "NoData"
"FBgn0004117" 2.8073549220576 5 5.97727992349992 8.2667865406949 1.8073549220576 6.37937836707126 4 "Carcass"
"FBgn0004118" 1 1 0 1 0 3.39231742277876 6 "Head"
"FBgn0004132" 4.70043971814109 4.90689059560852 3.8073549220576 4.24792751344359 5.3037807481771 4.24792751344359 5 "Ovary"
"FBgn0004133" 4.8073549220576 6.04439411935845 2 2 2 3.08746284125034 2 "AG"
"FBgn0004143" 0 0 0 0 0 0 1 "NoData"
"FBgn0004167" 1 3.16992500144231 5.52356195605701 3.8073549220576 3.70043971814109 4.04439411935845 3 "Gut"
"FBgn0004168" 0 1 0 0 0 3.32192809488736 6 "Head"
"FBgn0004169" 4.64385618977472 6.55458885167764 7.56985560833095 9.51372759595244 3.08746284125034 7.73470962022584 4 "Carcass"
"FBgn0004170" 0 0 0 0 0 0 1 "NoData"
"FBgn0004171" 9.6582114827518 7.4262647547021 2 1.58496250072116 0 0 1 "Testis"
"FBgn0004172" 9.37068740680722 6.14974711950468 2.8073549220576 1.58496250072116 0 0 1 "Testis"
"FBgn0004173" 12.1901333218648 7.83920378809694 3.16992500144231 2.32192809488736 0 0 1 "Testis"
"FBgn0004174" 10.6147098441152 7.876516946565 3.8073549220576 2.32192809488736 0 0 1 "Testis"
"FBgn0004175" 9.68825030913318 6.35755200461808 1.58496250072116 1 0 0 1 "Testis"
"FBgn0004177" 4.95419631038687 6.12928301694497 7.28540221886225 6.4262647547021 7.79766152585376 6.8856963733394 5 "Ovary"
"FBgn0004179" 4.4594316186373 5.20945336562895 5.28540221886225 4.32192809488736 6.19967234483636 5.94836723158468 5 "Ovary"
"FBgn0004181" 5.8073549220576 8.14974711950468 6.70043971814109 8.64024493622235 0 0 4 "Carcass"
"FBgn0004183" 0 0 0 0 1 0 5 "Ovary"
"FBgn0004185" 0 0 0 0 1 0 5 "Ovary"
"FBgn0004186" 0 0 0 0 0 0 1 "NoData"
"FBgn0004187" 0 0 0 0 0 0 1 "NoData"
"FBgn0004188" 0 0 0 0 0 0 1 "NoData"
"FBgn0004189" 0 0 0 0 1 0 5 "Ovary"
"FBgn0004190" 0 0 0 0 0 0 1 "NoData"
"FBgn0004191" 3.90689059560852 0 0 0 0.584962500721156 2.52356195605701 1 "Testis"
"FBgn0004192" 0 0 0 0 0 0 1 "NoData"
"FBgn0004197" 1.58496250072116 0 0 0 0 0 1 "Testis"
"FBgn0004198" 1.58496250072116 1.58496250072116 2.58496250072116 2 1 4.10852445677817 6 "Head"
"FBgn0004227" 1.58496250072116 2.58496250072116 2.58496250072116 2.58496250072116 4.16992500144231 3.8073549220576 5 "Ovary"
"FBgn0004228" 3 2.58496250072116 7.08746284125034 1.58496250072116 0 0 3 "Gut"
"FBgn0004237" 5.4262647547021 5.83289001416474 5.58496250072116 5.16992500144231 7.45121111183233 5.11894107272351 5 "Ovary"
"FBgn0004240" 3.32192809488736 2.58496250072116 4.4594316186373 7.48381577726426 1 6.05528243550119 4 "Carcass"
"FBgn0004242" 1 2.58496250072116 1 5.16992500144231 0 8.38801728534514 6 "Head"
"FBgn0004244" 0 2 0 2.8073549220576 0 5.97727992349992 6 "Head"
"FBgn0004359" 1.58496250072116 1.58496250072116 2 2.58496250072116 3.85798099512757 2.39231742277876 5 "Ovary"
"FBgn0004360" 3.70043971814109 1.58496250072116 0 1 0 0 1 "Testis"
"FBgn0004362" 5.61470984411521 5.93073733756289 6.20945336562895 6.14974711950468 10.0660891904578 5.89481776330794 5 "Ovary"
"FBgn0004363" 7.66533591718518 7.12928301694497 7.58496250072116 7.8073549220576 8.35755200461808 7.43045255166553 5 "Ovary"
"FBgn0004364" 1 1.58496250072116 1.58496250072116 3.32192809488736 2 3.8073549220576 6 "Head"
"FBgn0004366" 0 0 0 1.58496250072116 0 4.83289001416474 6 "Head"
"FBgn0004367" 1.58496250072116 1 0 0 3 0 5 "Ovary"
"FBgn0004368" 2.32192809488736 2 2.32192809488736 2.8073549220576 4.39231742277876 3.70043971814109 5 "Ovary"
"FBgn0004369" 1 4 4.24792751344359 4.64385618977472 5.61470984411521 5.56224242422107 5 "Ovary"
"FBgn0004370" 1 2 2.32192809488736 3.16992500144231 3.64385618977472 3.49185309632967 5 "Ovary"
"FBgn0004372" 4.8073549220576 2 0 0 0 0 1 "Testis"
"FBgn0004373" 4.16992500144231 4.08746284125034 3.58496250072116 3.58496250072116 5.55458885167764 4.08746284125034 5 "Ovary"
"FBgn0004374" 5.93073733756289 2.58496250072116 1.58496250072116 1 3.8073549220576 0 1 "Testis"
"FBgn0004378" 3.16992500144231 2 1.58496250072116 1.58496250072116 5.91886323727459 0 5 "Ovary"
"FBgn0004379" 4.52356195605701 3 1.58496250072116 2 5.61470984411521 0 5 "Ovary"
"FBgn0004380" 2.32192809488736 2.8073549220576 3.32192809488736 3.32192809488736 4.39231742277876 4.70043971814109 6 "Head"
"FBgn0004381" 1.58496250072116 2 1.58496250072116 2 4.61470984411521 3.49185309632967 5 "Ovary"
"FBgn0004387" 4.24792751344359 3 2.8073549220576 3.16992500144231 4.58496250072116 3.70043971814109 5 "Ovary"
"FBgn0004389" 0 0 0 0 0 0 1 "NoData"
"FBgn0004390" 1 2 2.58496250072116 2.58496250072116 4.95419631038687 3.20945336562895 5 "Ovary"
"FBgn0004391" 3 2 1.58496250072116 1.58496250072116 4 1 5 "Ovary"
