"FBgn" "Testis" "AG" "Gut" "Carcass" "OvaryAvg" "HeadAvg" "maxME" "tissuemaxME"
"FBgn0000355" 0 1.58496250072116 6.44294349584873 7.24792751344359 8.06069593168755 0.321928094887362 5 "Ovary"
"FBgn0000356" 0 0 3 5.6724253419715 6.48381577726426 0 5 "Ovary"
"FBgn0000357" 0 1 3.16992500144231 6.16992500144231 7.2667865406949 1.16992500144231 5 "Ovary"
"FBgn0000358" 0 1 4.90689059560852 7.4178525148859 8.7262181593322 0.584962500721156 5 "Ovary"
"FBgn0000359" 1.58496250072116 1 6.3037807481771 7.11894107272351 9.08613622502731 0.807354922057604 5 "Ovary"
"FBgn0000360" 2 1.58496250072116 7.20945336562895 8.70390357344466 9.91737207947684 1.32192809488736 5 "Ovary"
"FBgn0000370" 5.90689059560852 6.39231742277876 6.37503943134692 7.07681559705083 6.19967234483636 7.79603960882977 6 "Head"
"FBgn0000376" 1 2 2.58496250072116 2.8073549220576 6.23840473932508 3.04439411935845 5 "Ovary"
"FBgn0000377" 3.16992500144231 3.32192809488736 3 3 4.4262647547021 3.32192809488736 5 "Ovary"
"FBgn0000382" 2.8073549220576 5.24792751344359 4 5 5.8073549220576 6.70043971814109 6 "Head"
"FBgn0000384" 1.58496250072116 2 2.32192809488736 2.32192809488736 4.95419631038687 2.39231742277876 5 "Ovary"
"FBgn0000392" 7.09803208296053 5.58496250072116 3.70043971814109 4 7.67948009950545 1.70043971814109 5 "Ovary"
"FBgn0000394" 3.16992500144231 2.58496250072116 2.8073549220576 4.16992500144231 3.32192809488736 4.49185309632967 6 "Head"
"FBgn0000395" 1.58496250072116 1 2.8073549220576 2.58496250072116 0 2.8073549220576 3 "Gut"
"FBgn0000404" 5.16992500144231 3.58496250072116 4.70043971814109 5 9.16364967601582 1.32192809488736 5 "Ovary"
"FBgn0000405" 6.4093909361377 4.08746284125034 5.4594316186373 5.8073549220576 10.3185428097027 1 5 "Ovary"
"FBgn0000406" 3.70043971814109 3 3.90689059560852 7.60733031374961 1.32192809488736 8.20823435833979 6 "Head"
"FBgn0000409" 6.78135971352466 8.14465824283188 9.64385618977473 10.4335854411505 8.75822321472672 9.04575966138268 4 "Carcass"
"FBgn0000411" 3.32192809488736 2.32192809488736 1 1 0 2.32192809488736 1 "Testis"
"FBgn0000412" 7.06608919045777 6.62935662007961 5.70043971814109 5.39231742277876 7.86727873970966 5.98299357469431 5 "Ovary"
"FBgn0000413" 4.64385618977472 3.70043971814109 4.32192809488736 4.08746284125034 6.27612440527424 4.53915881110803 5 "Ovary"
"FBgn0000414" 1 2.32192809488736 2.8073549220576 2.8073549220576 4.70043971814109 4.82017896241519 6 "Head"
"FBgn0000416" 6.98868468677217 8.19475685442225 8.43462822763673 8.19475685442225 7.84235034341381 8.34318571544788 3 "Gut"
"FBgn0000422" 3.16992500144231 1.58496250072116 1.58496250072116 3.32192809488736 0 5.74146698640115 6 "Head"
"FBgn0000426" 5.08746284125034 4.16992500144231 3.70043971814109 3.32192809488736 5.95419631038687 2.70043971814109 5 "Ovary"
"FBgn0000427" 1 0 4.8073549220576 5.24792751344359 7.36194377373524 0.321928094887362 5 "Ovary"
"FBgn0000439" 0 0 0 0 0 3.49185309632967 6 "Head"
"FBgn0000442" 1 1 3.90689059560852 1.58496250072116 0 1.90689059560852 3 "Gut"
"FBgn0000447" 7.23840473932508 5.04439411935845 3.70043971814109 3.16992500144231 4.75488750216347 3.08746284125034 1 "Testis"
"FBgn0000448" 0 1.58496250072116 1 1.58496250072116 0.584962500721156 4.10852445677817 6 "Head"
"FBgn0000449" 0 0 0 0 0 0 1 "NoData"
"FBgn0000451" 1 1.58496250072116 3.32192809488736 2 0 2 3 "Gut"
"FBgn0000454" 5.90689059560852 4.85798099512757 5.83289001416474 3.8073549220576 6.58496250072116 4.14974711950468 5 "Ovary"
"FBgn0000455" 4.58496250072116 3.70043971814109 5.04439411935845 2.8073549220576 3.4594316186373 3.35755200461808 3 "Gut"
"FBgn0000459" 1.58496250072116 1.58496250072116 1 1.58496250072116 0 3.4262647547021 6 "Head"
"FBgn0000463" 1 1 2.32192809488736 2.8073549220576 6.09803208296053 2 5 "Ovary"
"FBgn0000464" 1 1.58496250072116 1.58496250072116 2 3.24792751344359 4.58496250072116 6 "Head"
"FBgn0000473" 2 1 2 2 0 3.16992500144231 6 "Head"
"FBgn0000477" 2.32192809488736 5 3.70043971814109 5.7279204545632 0 5.94251450533924 6 "Head"
"FBgn0000479" 0 1.58496250072116 3.58496250072116 4.08746284125034 3.08746284125034 4.65821148275179 6 "Head"
"FBgn0000482" 2.8073549220576 3.90689059560852 2.58496250072116 2.32192809488736 3.64385618977472 2.64385618977472 2 "AG"
"FBgn0000489" 5.7279204545632 4.58496250072116 4.64385618977472 5.88264304936184 2.90689059560852 5.467605550083 4 "Carcass"
"FBgn0000490" 1.58496250072116 3 2.32192809488736 2.32192809488736 0.584962500721156 2.90689059560852 2 "AG"
"FBgn0000492" 1 3.58496250072116 1.58496250072116 2.8073549220576 0 2.8073549220576 2 "AG"
"FBgn0000497" 0 0 0 1 0 1 4 "Carcass"
"FBgn0000499" 6.4594316186373 3.90689059560852 2.8073549220576 3 4.95419631038687 3.52356195605701 1 "Testis"
"FBgn0000500" 0 0 0 0 0 5.29462074889163 6 "Head"
"FBgn0000504" 1 2 2.8073549220576 3.58496250072116 0 3.4594316186373 4 "Carcass"
"FBgn0000520" 1.58496250072116 1.58496250072116 2.58496250072116 2.32192809488736 4.4262647547021 2.75488750216347 5 "Ovary"
"FBgn0000524" 2 2.8073549220576 2.58496250072116 2.58496250072116 6.11894107272351 2.32192809488736 5 "Ovary"
"FBgn0000527" 1.58496250072116 0 0 2 0 3.16992500144231 6 "Head"
"FBgn0000529" 0 0 0 0 0 1.58496250072116 6 "Head"
"FBgn0000533" 1 0 1.58496250072116 2.32192809488736 4.16992500144231 3 5 "Ovary"
"FBgn0000535" 0 0 0 1 0 4 6 "Head"
"FBgn0000536" 3 3.70043971814109 4 4.70043971814109 3.70043971814109 4.78135971352466 6 "Head"
"FBgn0000541" 2.58496250072116 3.32192809488736 3.4594316186373 3.58496250072116 6.71424551766612 4.06608919045777 5 "Ovary"
"FBgn0000542" 1 1 1 1 1 1.32192809488736 6 "Head"
"FBgn0000543" 4.8073549220576 3.32192809488736 2.8073549220576 3.16992500144231 4.58496250072116 3.39231742277876 1 "Testis"
"FBgn0000546" 0 2 2 2.58496250072116 3.85798099512757 3.20945336562895 5 "Ovary"
"FBgn0000547" 1 3.16992500144231 2.58496250072116 3.32192809488736 5.56985560833095 3.78135971352466 5 "Ovary"
"FBgn0000551" 0 0 0 0 0 0.584962500721156 6 "Head"
"FBgn0000552" 0 0 0 0 0 0 1 "NoData"
"FBgn0000556" 8.78463484555752 11.2395985292491 10.5745935273376 10.8384160757973 11.6261653199045 10.6856248397264 5 "Ovary"
"FBgn0000557" 2.32192809488736 4.39231742277876 2.8073549220576 6.97727992349992 1 8.79279029430106 6 "Head"
"FBgn0000559" 8.44708322620965 9.57175264350355 9.13955135239879 9.36850646150769 10.0525680508042 9.30606168942834 5 "Ovary"
"FBgn0000560" 2 0 0 0 0 0 1 "Testis"
"FBgn0000562" 1.58496250072116 3.8073549220576 4.4594316186373 4.32192809488736 5.7279204545632 4.28540221886225 5 "Ovary"
"FBgn0000564" 0 0 0 0 0 0.807354922057604 6 "Head"
"FBgn0000565" 4.24792751344359 5 6.49185309632967 5.28540221886225 3.95419631038688 6.10328780841202 3 "Gut"
"FBgn0000566" 3.70043971814109 4.75488750216347 5.28540221886225 4 5.10852445677817 3.39231742277876 3 "Gut"
"FBgn0000567" 1 2.58496250072116 2 2 1 2.75488750216347 6 "Head"
"FBgn0000568" 1 2.58496250072116 3 3.32192809488736 2.16992500144231 3.95419631038688 6 "Head"
"FBgn0000575" 2.32192809488736 4.4594316186373 5.64385618977472 5.32192809488736 5.12928301694497 6.29920801838728 6 "Head"
"FBgn0000576" 0 0 0 1.58496250072116 0 1.4594316186373 4 "Carcass"
"FBgn0000577" 1 1 0 1 0 1.32192809488736 6 "Head"
"FBgn0000578" 2 3 3.16992500144231 3 5.10852445677817 3.90689059560852 5 "Ovary"
"FBgn0000579" 7.4594316186373 7.20945336562895 6.76818432477693 8.08214904135387 7.99435343685886 7.59245703726808 4 "Carcass"
"FBgn0000581" 3.70043971814109 3.58496250072116 3 3 5.79441586635011 3.49185309632967 5 "Ovary"
"FBgn0000588" 2 1 1.58496250072116 2 5.24792751344359 2 5 "Ovary"
"FBgn0000591" 0 0 0 0 0 0 1 "NoData"
"FBgn0000592" 7.4178525148859 12.0694497674278 5.4262647547021 7.14974711950468 0 6.84549005094437 2 "AG"
"FBgn0000594" 0 0 0 0 0 0 1 "NoData"
"FBgn0000606" 1 0 0 0 0 0 1 "Testis"
"FBgn0000611" 2.8073549220576 4.16992500144231 4.08746284125034 3.8073549220576 5.24792751344359 4.4262647547021 5 "Ovary"
"FBgn0000615" 9.27379559921426 7.17990909001493 3.70043971814109 3.32192809488736 7.17990909001493 1 1 "Testis"
"FBgn0000617" 3.4594316186373 3.90689059560852 3.16992500144231 2.8073549220576 4.7279204545632 2.75488750216347 5 "Ovary"
"FBgn0000618" 5.08746284125034 4.95419631038687 3.4594316186373 3.58496250072116 5.10852445677817 3.39231742277876 5 "Ovary"
"FBgn0000625" 0 2 0 1 0 1.8073549220576 2 "AG"
"FBgn0000629" 2.32192809488736 3.32192809488736 3 2.8073549220576 5.3037807481771 3.08746284125034 5 "Ovary"
"FBgn0000633" 0 0 0 1 0 3.39231742277876 6 "Head"
"FBgn0000635" 1.58496250072116 2.58496250072116 3.90689059560852 3 2.32192809488736 3.83289001416474 3 "Gut"
"FBgn0000636" 3 4.16992500144231 3.32192809488736 3 2.32192809488736 3.55458885167764 2 "AG"
"FBgn0000639" 2.58496250072116 6.5077946401987 2 3.16992500144231 2 1.4594316186373 2 "AG"
"FBgn0000640" 1.58496250072116 6.56985560833095 2.58496250072116 3.16992500144231 1.58496250072116 1.16992500144231 2 "AG"
"FBgn0000644" 0 0 2 2 4.32192809488736 0 5 "Ovary"
"FBgn0000658" 0 0 0 1 0 0.807354922057604 4 "Carcass"
"FBgn0000659" 1 1.58496250072116 5.32192809488736 2.32192809488736 0 3.08746284125034 3 "Gut"
"FBgn0000662" 2.8073549220576 4.16992500144231 4.16992500144231 4.39231742277876 6.35755200461808 4.95419631038687 5 "Ovary"
"FBgn0000667" 3 3.8073549220576 4.4594316186373 7.19967234483636 5.88264304936184 5.72109918870718 4 "Carcass"
"FBgn0000709" 2 2.8073549220576 3.16992500144231 2.58496250072116 4.88264304936184 2.90689059560852 5 "Ovary"
"FBgn0000711" 1 3.70043971814109 3.70043971814109 3.32192809488736 4 5.2667865406949 6 "Head"
"FBgn0000715" 0 0 0 3.4594316186373 0 2.70043971814109 4 "Carcass"
"FBgn0000719" 0 1 2 2.32192809488736 4.12928301694497 2.85798099512757 5 "Ovary"
"FBgn0000721" 2.32192809488736 4.70043971814109 4.32192809488736 4.8073549220576 6.24792751344359 4.39231742277876 5 "Ovary"
"FBgn0000723" 1.58496250072116 3.4594316186373 3.32192809488736 3.58496250072116 0 4.32192809488736 6 "Head"
"FBgn0000808" 1 0 0 0 2.4594316186373 0 5 "Ovary"
"FBgn0000810" 3 3.70043971814109 3.32192809488736 3.4594316186373 6.02236781302845 3.7279204545632 5 "Ovary"
"FBgn0000826" 1.58496250072116 1 2 2.32192809488736 6.24792751344359 0.584962500721156 5 "Ovary"
"FBgn0000927" 1 1 2.32192809488736 2.8073549220576 6.78135971352466 0 5 "Ovary"
"FBgn0000928" 2.32192809488736 1 0 0 1 0 1 "Testis"
"FBgn0000964" 1.58496250072116 1.58496250072116 2.32192809488736 4 4.61470984411521 3.7279204545632 5 "Ovary"
"FBgn0000996" 2.32192809488736 2.58496250072116 3.4594316186373 3.4594316186373 7.59618975614441 2 5 "Ovary"
"FBgn0001075" 0 0 0 0 0 0 1 "NoData"
"FBgn0001077" 1.58496250072116 1 0 0 0 0 1 "Testis"
"FBgn0001078" 0 1.58496250072116 2.8073549220576 2.8073549220576 5.02236781302845 3.8073549220576 5 "Ovary"
"FBgn0001079" 1.58496250072116 1 1.58496250072116 1.58496250072116 4.24792751344359 2.16992500144231 5 "Ovary"
"FBgn0001083" 0 0 0 1 0 1.70043971814109 6 "Head"
"FBgn0001084" 1 1 1 0 2.58496250072116 0.584962500721156 5 "Ovary"
"FBgn0001085" 0 1.58496250072116 1 1 4.39231742277876 1.32192809488736 5 "Ovary"
"FBgn0001086" 5.04439411935845 3 2 2 6.33091687811462 0 5 "Ovary"
"FBgn0001087" 3.32192809488736 3.70043971814109 3.70043971814109 4 5.94251450533924 5.20945336562895 5 "Ovary"
"FBgn0001089" 4.4594316186373 2.58496250072116 5 3 0 2.8073549220576 3 "Gut"
"FBgn0001090" 5.39231742277876 5.4262647547021 5.4594316186373 6.64385618977472 2.8073549220576 9.63571812033105 6 "Head"
"FBgn0001091" 6.08746284125034 6.65821148275179 6.90689059560852 9.31061278165953 7.73131903102506 7.88417051910843 4 "Carcass"
"FBgn0001092" 6.71424551766612 7.17990909001493 8.09275714091985 8.81698362325538 9.92258440271366 8.57364718749332 5 "Ovary"
"FBgn0001098" 6.16992500144231 6.55458885167764 8.2667865406949 7.66533591718518 7.37068740680722 8.01541505238669 3 "Gut"
"FBgn0001099" 8.09275714091985 6.8703647195834 3.4594316186373 3.16992500144231 5.32192809488736 3 1 "Testis"
"FBgn0001104" 2.8073549220576 3 4.39231742277876 3.4594316186373 6.37503943134692 3.20945336562895 5 "Ovary"
"FBgn0001105" 4.52356195605701 4.75488750216347 5.04439411935845 4.85798099512757 5.93073733756289 5.71424551766612 5 "Ovary"
"FBgn0001108" 4.52356195605701 3.58496250072116 3.8073549220576 3.90689059560852 5.5077946401987 3.88264304936184 5 "Ovary"
"FBgn0001112" 3.90689059560852 8.467605550083 2 2.32192809488736 0 1.32192809488736 2 "AG"
"FBgn0001114" 3.32192809488736 4.70043971814109 5.35755200461808 9.90538700501813 2 10.512493573945 6 "Head"
"FBgn0001120" 1.58496250072116 0 3.70043971814109 4.08746284125034 8.44708322620965 0.321928094887362 5 "Ovary"
"FBgn0001122" 2 3.16992500144231 3.70043971814109 3.8073549220576 4.78135971352466 6.467605550083 6 "Head"
"FBgn0001123" 3.16992500144231 4.8073549220576 3.90689059560852 3.8073549220576 1.8073549220576 4.83289001416474 6 "Head"
"FBgn0001124" 8.14974711950468 5.95419631038687 6.16992500144231 5.4594316186373 5.76818432477693 6.17990909001493 1 "Testis"
"FBgn0001125" 7.7279204545632 6.14974711950468 6.59991284218713 7.15987133677839 7.467605550083 7.21431912080077 1 "Testis"
"FBgn0001128" 3.90689059560852 5.32192809488736 6.33985000288462 7.39231742277876 5.65821148275179 7.09011241966429 4 "Carcass"
"FBgn0001133" 4.95419631038687 4.52356195605701 4.16992500144231 4.16992500144231 5.49185309632967 4.37503943134692 5 "Ovary"
