CG11864	Semp1	FBgn0028944	Drosophila melanogaster
CG11865	CG11865	FBgn0028947	Drosophila melanogaster
CG11895	stan	FBgn0024836	Drosophila melanogaster
CG11902	CG11902	FBgn0028647	Drosophila melanogaster
CG11905	CG11905	FBgn0036678	Drosophila melanogaster
CG11909	tobi	FBgn0261575	Drosophila melanogaster
CG11910	alrm	FBgn0039332	Drosophila melanogaster
CG11911	CG11911	FBgn0031249	Drosophila melanogaster
CG11912	CG11912	FBgn0031248	Drosophila melanogaster
CG11937	amn	FBgn0086782	Drosophila melanogaster
CG11942	SkpE	FBgn0031074	Drosophila melanogaster
CG11951	CG11951	FBgn0039656	Drosophila melanogaster
CG11956	SP1029	FBgn0263236	Drosophila melanogaster
CG11958	Cnx99A	FBgn0015622	Drosophila melanogaster
CG11977	CG11977	FBgn0037650	Drosophila melanogaster
CG11997	CG11997	FBgn0037662	Drosophila melanogaster
CG11999	CG11999	FBgn0037312	Drosophila melanogaster
CG12002	Pxn	FBgn0011828	Drosophila melanogaster
CG12003	CG12003	FBgn0035234	Drosophila melanogaster
CG12009	CG12009	FBgn0035430	Drosophila melanogaster
CG12014	Ids	FBgn0035445	Drosophila melanogaster
CG12017	CG12017	FBgn0035429	Drosophila melanogaster
CG12023	GV1	FBgn0027790	Drosophila melanogaster
CG12045	Cpr100A	FBgn0039805	Drosophila melanogaster
CG12052	lola	FBgn0283521	Drosophila melanogaster
CG12056	CG12056	FBgn0030099	Drosophila melanogaster
CG12057	CG12057	FBgn0030098	Drosophila melanogaster
CG12063	mey	FBgn0039851	Drosophila melanogaster
CG12070	Sap-r	FBgn0000416	Drosophila melanogaster
CG12086	cue	FBgn0011204	Drosophila melanogaster
CG12092	Npc1b	FBgn0261675	Drosophila melanogaster
CG12093	CG12093	FBgn0035372	Drosophila melanogaster
CG12108	Ppt1	FBgn0030057	Drosophila melanogaster
CG12111	CG12111	FBgn0030050	Drosophila melanogaster
CG12115	CG12115	FBgn0030097	Drosophila melanogaster
CG12127	amx	FBgn0000077	Drosophila melanogaster
CG12130	Pal1	FBgn0283510	Drosophila melanogaster
CG12158	CG12158	FBgn0040775	Drosophila melanogaster
CG12159	CG12159	FBgn0033232	Drosophila melanogaster
CG12163	CG12163	FBgn0260462	Drosophila melanogaster
CG12164	CG12164	FBgn0033158	Drosophila melanogaster
CG12172	Spn43Aa	FBgn0024294	Drosophila melanogaster
CG12178	Nhe1	FBgn0026787	Drosophila melanogaster
CG12181	Sgs4	FBgn0003374	Drosophila melanogaster
CG12199	kek5	FBgn0031016	Drosophila melanogaster
CG1220	Kaz1-ORFB	FBgn0063923	Drosophila melanogaster
CG1221	miple1	FBgn0027111	Drosophila melanogaster
CG12239	CG12239	FBgn0029810	Drosophila melanogaster
CG12255	Cpr72Eb	FBgn0036618	Drosophila melanogaster
CG12256	CG12256	FBgn0038002	Drosophila melanogaster
CG12278	CG12278	FBgn0038847	Drosophila melanogaster
CG1228	Ptpmeg	FBgn0261985	Drosophila melanogaster
CG12283	kek1	FBgn0015399	Drosophila melanogaster
CG12289	CG12289	FBgn0036160	Drosophila melanogaster
CG12295	stj	FBgn0261041	Drosophila melanogaster
CG12310	CG12310	FBgn0036467	Drosophila melanogaster
CG12330	Cpr65Az	FBgn0035686	Drosophila melanogaster
CG12338	CG12338	FBgn0033543	Drosophila melanogaster
CG12344	CG12344	FBgn0033558	Drosophila melanogaster
CG12350	lambdaTry	FBgn0043470	Drosophila melanogaster
CG12351	deltaTry	FBgn0010358	Drosophila melanogaster
CG12366	O-fut1	FBgn0033901	Drosophila melanogaster
CG12369	Lac	FBgn0010238	Drosophila melanogaster
CG12370	Dh44-R2	FBgn0033744	Drosophila melanogaster
CG12374	CG12374	FBgn0033774	Drosophila melanogaster
CG12385	thetaTry	FBgn0011555	Drosophila melanogaster
CG12386	etaTry	FBgn0011554	Drosophila melanogaster
CG12387	zetaTry	FBgn0011556	Drosophila melanogaster
CG12388	kappaTry	FBgn0043471	Drosophila melanogaster
CG12410	cv	FBgn0000394	Drosophila melanogaster
CG12414	nAChRalpha4	FBgn0266347	Drosophila melanogaster
CG12420	CG12420	FBgn0037797	Drosophila melanogaster
CG12437	raw	FBgn0003209	Drosophila melanogaster
CG12443	ths	FBgn0033652	Drosophila melanogaster
CG12444	Ir48c	FBgn0033651	Drosophila melanogaster
CG12480	CG12480	FBgn0030537	Drosophila melanogaster
CG12481	CG12481	FBgn0030542	Drosophila melanogaster
CG12483	CG12483	FBgn0040688	Drosophila melanogaster
CG12491	CG12491	FBgn0034900	Drosophila melanogaster
CG12506	CG12506	FBgn0031276	Drosophila melanogaster
CG12507	CG12507	FBgn0030729	Drosophila melanogaster
CG12517	CG12517	FBgn0032311	Drosophila melanogaster
CG12519	CG12519	FBgn0036872	Drosophila melanogaster
CG1252	Ccp84Ab	FBgn0004782	Drosophila melanogaster
CG12522	CG12522	FBgn0036131	Drosophila melanogaster
CG12523	CG12523	FBgn0036102	Drosophila melanogaster
CG12525	Ir67a	FBgn0036010	Drosophila melanogaster
CG12540	CG12540	FBgn0030570	Drosophila melanogaster
CG12558	intr	FBgn0039599	Drosophila melanogaster
CG1259	Cpr64Ad	FBgn0035513	Drosophila melanogaster
CG12594	CG12594	FBgn0037941	Drosophila melanogaster
CG12607	CG12607	FBgn0035545	Drosophila melanogaster
CG1262	Acp62F	FBgn0020509	Drosophila melanogaster
CG12655	CG12655	FBgn0031080	Drosophila melanogaster
CG12663	Ir7a	FBgn0029961	Drosophila melanogaster
CG12664	fend	FBgn0030090	Drosophila melanogaster
CG12665	Obp8a	FBgn0030103	Drosophila melanogaster
CG12676	ed	FBgn0000547	Drosophila melanogaster
CG12679	CG12679	FBgn0031103	Drosophila melanogaster
CG1268	VhaM9.7-a	FBgn0035521	Drosophila melanogaster
CG12680	CG12680	FBgn0029740	Drosophila melanogaster
CG1271	CG1271	FBgn0035392	Drosophila melanogaster
CG12716	CG12716	FBgn0030439	Drosophila melanogaster
CG12723	CG12723	FBgn0030459	Drosophila melanogaster
CG1274	Jafrac2	FBgn0040308	Drosophila melanogaster
CG12755	l(3)mbn	FBgn0002440	Drosophila melanogaster
CG12763	DptA	FBgn0004240	Drosophila melanogaster
CG12794	lcs	FBgn0028583	Drosophila melanogaster
CG12807	Spn85F	FBgn0037772	Drosophila melanogaster
CG12811	CG12811	FBgn0037779	Drosophila melanogaster
CG12813	Npc2d	FBgn0037782	Drosophila melanogaster
CG12814	CG12814	FBgn0037796	Drosophila melanogaster
CG12826	CG12826	FBgn0033207	Drosophila melanogaster
CG12828	CG12828	FBgn0033145	Drosophila melanogaster
CG12832	Tsp42Eq	FBgn0033138	Drosophila melanogaster
CG12849	CG12849	FBgn0035068	Drosophila melanogaster
CG12869	CG12869	FBgn0033943	Drosophila melanogaster
CG12900	Ir47a	FBgn0033515	Drosophila melanogaster
CG12905	Obp46a	FBgn0033508	Drosophila melanogaster
CG12908	Ndg	FBgn0026403	Drosophila melanogaster
CG12911	CG12911	FBgn0033501	Drosophila melanogaster
CG12913	CG12913	FBgn0033500	Drosophila melanogaster
CG12918	sel	FBgn0263260	Drosophila melanogaster
CG12920	CG12920	FBgn0033481	Drosophila melanogaster
CG12929	CG12929	FBgn0033429	Drosophila melanogaster
CG12934	CG12934	FBgn0033541	Drosophila melanogaster
CG12944	Obp47a	FBgn0033573	Drosophila melanogaster
CG12945	CG12945	FBgn0037755	Drosophila melanogaster
CG12947	CG12947	FBgn0037753	Drosophila melanogaster
CG12951	CG12951	FBgn0037677	Drosophila melanogaster
CG12960	Ir52a	FBgn0034023	Drosophila melanogaster
CG12963	CG12963	FBgn0034031	Drosophila melanogaster
CG12964	CG12964	FBgn0034022	Drosophila melanogaster
CG12971	CG12971	FBgn0037078	Drosophila melanogaster
CG12985	CG12985	FBgn0030881	Drosophila melanogaster
CG12986	CG12986	FBgn0030868	Drosophila melanogaster
CG1299	CG1299	FBgn0035501	Drosophila melanogaster
CG12990	CG12990	FBgn0030859	Drosophila melanogaster
CG12991	CG12991	FBgn0030847	Drosophila melanogaster
CG12995	CG12995	FBgn0030826	Drosophila melanogaster
CG12998	CG12998	FBgn0030829	Drosophila melanogaster
CG13003	CG13003	FBgn0030798	Drosophila melanogaster
CG13005	CG13005	FBgn0030794	Drosophila melanogaster
CG13022	CG13022	FBgn0036679	Drosophila melanogaster
CG13023	CG13023	FBgn0036677	Drosophila melanogaster
CG13026	CG13026	FBgn0036656	Drosophila melanogaster
CG13027	Obp73a	FBgn0036681	Drosophila melanogaster
CG13028	CG13028	FBgn0036676	Drosophila melanogaster
CG13031	CG13031	FBgn0036655	Drosophila melanogaster
CG13033	CG13033	FBgn0036638	Drosophila melanogaster
CG13038	CG13038	FBgn0040795	Drosophila melanogaster
CG1304	CG1304	FBgn0031141	Drosophila melanogaster
CG13040	CG13040	FBgn0036608	Drosophila melanogaster
CG13041	CG13041	FBgn0036605	Drosophila melanogaster
CG13042	CG13042	FBgn0036602	Drosophila melanogaster
CG13043	CG13043	FBgn0036600	Drosophila melanogaster
CG13044	CG13044	FBgn0036599	Drosophila melanogaster
CG13046	CG13046	FBgn0036595	Drosophila melanogaster
CG13047	CG13047	FBgn0036594	Drosophila melanogaster
CG13048	CG13048	FBgn0036593	Drosophila melanogaster
CG13049	CG13049	FBgn0036592	Drosophila melanogaster
CG13050	CG13050	FBgn0036591	Drosophila melanogaster
CG13051	CG13051	FBgn0040799	Drosophila melanogaster
CG13053	CG13053	FBgn0040801	Drosophila melanogaster
CG13056	CG13056	FBgn0040794	Drosophila melanogaster
CG13057	retinin	FBgn0040074	Drosophila melanogaster
CG13058	CG13058	FBgn0036610	Drosophila melanogaster
CG13059	CG13059	FBgn0036607	Drosophila melanogaster
CG13060	CG13060	FBgn0036606	Drosophila melanogaster
CG13061	Nplp3	FBgn0042201	Drosophila melanogaster
CG13062	CG13062	FBgn0036603	Drosophila melanogaster
CG13063	CG13063	FBgn0036601	Drosophila melanogaster
CG13064	CG13064	FBgn0040796	Drosophila melanogaster
CG13065	CG13065	FBgn0036590	Drosophila melanogaster
CG13066	CG13066	FBgn0040797	Drosophila melanogaster
CG13067	CG13067	FBgn0036589	Drosophila melanogaster
CG13068	CG13068	FBgn0036588	Drosophila melanogaster
CG13069	CG13069	FBgn0040798	Drosophila melanogaster
CG13071	CG13071	FBgn0036585	Drosophila melanogaster
CG13075	CG13075	FBgn0036563	Drosophila melanogaster
CG13076	Notum	FBgn0044028	Drosophila melanogaster
CG13081	CG13081	FBgn0032804	Drosophila melanogaster
CG13082	CG13082	FBgn0032803	Drosophila melanogaster
CG13083	CG13083	FBgn0032789	Drosophila melanogaster
CG13084	CG13084	FBgn0032788	Drosophila melanogaster
CG13086	CG13086	FBgn0032770	Drosophila melanogaster
CG13094	Dh31	FBgn0032048	Drosophila melanogaster
CG13095	Bace	FBgn0032049	Drosophila melanogaster
CG13102	CG13102	FBgn0032088	Drosophila melanogaster
CG13113	CG13113	FBgn0032126	Drosophila melanogaster
CG13114	CG13114	FBgn0032127	Drosophila melanogaster
CG13135	CG13135	FBgn0032184	Drosophila melanogaster
CG13138	CG13138	FBgn0032211	Drosophila melanogaster
CG13140	dpr19	FBgn0032233	Drosophila melanogaster
CG13154	CG13154	FBgn0033736	Drosophila melanogaster
CG13155	CG13155	FBgn0033723	Drosophila melanogaster
CG13157	CG13157	FBgn0033732	Drosophila melanogaster
CG13159	CG13159	FBgn0033721	Drosophila melanogaster
CG13170	CG13170	FBgn0033703	Drosophila melanogaster
CG13177	CG13177	FBgn0040759	Drosophila melanogaster
CG1318	Hexo1	FBgn0041630	Drosophila melanogaster
CG13195	Ir48b	FBgn0033648	Drosophila melanogaster
CG13196	CG13196	FBgn0033645	Drosophila melanogaster
CG13198	CG13198	FBgn0033640	Drosophila melanogaster
CG13207	nompA	FBgn0016047	Drosophila melanogaster
CG13208	Obp47b	FBgn0033614	Drosophila melanogaster
CG13209	sha	FBgn0003382	Drosophila melanogaster
